,crp_id,direct_amount,direct_count,employee_amount,employee_count,id,name,total_amount,total_count
4,N00031945,15000.00,5,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,15000.00,5
5,N00031945,12500.00,3,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,12500.00,3
6,N00031945,12500.00,5,0,0,e47a4574d17542198f9ce317533ce0b8,Credit Union National Assn,12500.00,5
7,N00031945,0,0,11200.00,6,,NMCI Group,11200.00,6
8,N00031945,10000.00,3,0,0,0e4bbc918bea4ae2a01b1a0433cd59f7,American Assn for Justice,10000.00,3
9,N00031945,10000.00,2,0,0,40bdcd67dd2348a0af8699edaf772571,American College of Radiology,10000.00,2
10,N00031945,10000.00,3,0,0,1df6bba1eacb429d914630b767426d88,American Postal Workers Union,10000.00,3
11,N00031945,10000.00,2,0,0,985c3b3a6e824978989d3c71d51e5e91,MGM Resorts International,10000.00,2
12,N00031945,10000.00,2,0,0,,CAPAC Leadership PAC,10000.00,2
13,N00031945,10000.00,3,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,10000.00,3
0,N00031623,30000.00,12,0,0,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,30000.00,12
1,N00031623,0,0,18963.00,10,,Tobies Resturants,18963.00,10
2,N00031623,9000.00,5,8500.00,9,2d2f7b763d354307a3ceb775a69bdd32,Polaris Industries,17500.00,14
3,N00031623,10000.00,6,6800.00,9,4008654e5e3f4d83800e0b4064b6f923,TCF Financial,16800.00,15
4,N00031623,0,0,16000.00,10,58e8052dc6ea49e88e76328223d282fc,Hubbard Broadcasting,16000.00,10
5,N00031623,16000.00,5,0,0,915d7301295848b9a3e190d6d7064926,Freedom & Security PAC,16000.00,5
6,N00031623,15000.00,3,0,0,ae22b08efe0941d5921114eeb4465ffc,Freedom Project,15000.00,3
7,N00031623,0,0,14800.00,6,531bd06f47ac411bb512ad11d7dd51c7,Starkey Laboratories,14800.00,6
8,N00031623,0,0,14800.00,6,8413dff517ce47f38fb5ee1e43e4e01f,Primera Technology,14800.00,6
9,N00031623,10000.00,5,3000.00,3,7841a0bda43e474abcf3250127a66feb,FedEx Corp,13000.00,8
0,N00030770,0,0,66200.00,66,8164ea2d09bd4d509dc1c771614f7cbb,Stephens Group,66200.00,66
1,N00030770,23000.00,8,6340.00,13,9ed82323a14c4bc9bd1b801ba192c5c8,Riceland Foods,29340.00,21
2,N00030770,25000.00,9,1750.00,3,efec953e79be4a9cb0d4a2d6a42c88cd,Wal-Mart Stores,26750.00,12
3,N00030770,25000.00,5,0,0,e2d995f524df4285ae25f40134da38aa,Every Republican is Crucial PAC,25000.00,5
4,N00030770,22500.00,6,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,22500.00,6
5,N00030770,19500.00,12,250.00,1,d473e580c5684a658b754eb97566cb05,AT&T Inc,19750.00,13
6,N00030770,19000.00,6,0,0,b22935ac4a714e0d8dec6ca81785c7dd,BASF Corp,19000.00,6
7,N00030770,19000.00,6,0,0,9f994165ee404c31b217164b2ede6a41,BASF SE,19000.00,6
8,N00030770,17500.00,7,0,0,d8254391e20b4cc8a4a4844c7a5a1465,"Jobs, Economy & Budget Fund",17500.00,7
9,N00030770,10000.00,3,7300.00,3,58de9fab996444efa866b766ae6b975c,Arvest Bank Group,17300.00,6
0,N00031820,0,0,141650.00,212,91ab55b148364482882f0446f0ba9ab4,"Young, Conaway et al",141650.00,212
1,N00031820,5000.00,3,82300.00,79,cbd37e723d4647029c7add1e3ee6d7b9,"Skadden, Arps et al",87300.00,82
2,N00031820,0,0,70249.00,50,d1c9fecbf83c48cfb7f9b560b9189ddb,Grant & Eisenhofer,70249.00,50
3,N00031820,0,0,67700.00,62,35ec42bae20c4026bdecd59d84fd8af1,"Morris, Nichols et al",67700.00,62
4,N00031820,15000.00,4,41000.00,28,06d2d0dcdbda47e0bf2f37b835f6aed0,Comcast Corp,56000.00,32
5,N00031820,15000.00,6,30700.00,35,61617ca172cd44f586328cfd7a67f44a,DuPont Co,45700.00,41
6,N00031820,0,0,43700.00,41,b489fcc401274592b98d8ea63291dead,"Pachulski, Stang et al",43700.00,41
7,N00031820,10000.00,4,32450.00,20,4e6bc9a6b7dc40d7b9b00d58c0e359db,Citigroup Inc,42450.00,24
8,N00031820,0,0,40350.00,36,a445d18a10c24be495aae3235e6c3e0a,WL Gore & Assoc,40350.00,36
9,N00031820,11740.00,9,27775.00,43,d8ebc3601603476e95c5b91e9df90e5c,K&L Gates,39515.00,52
0,N00034128,0,0,33450.00,19,,"Munley, Munley & Cartwright",33450.00,19
1,N00034128,20000.00,7,1750.00,3,0e4bbc918bea4ae2a01b1a0433cd59f7,American Assn for Justice,21750.00,10
2,N00034128,20000.00,4,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,20000.00,4
3,N00034128,20000.00,6,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,20000.00,6
4,N00034128,0,0,19850.00,23,73e0a1c42d1c498c90c478dd2f1796f7,Foley Law Firm,19850.00,23
5,N00034128,0,0,19000.00,19,a25daca61a124de79c3ee280b2216f30,"Anapol, Schwartz et al",19000.00,19
6,N00034128,0,0,18150.00,21,,"Levin, Fishbein et al",18150.00,21
7,N00034128,17500.00,5,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,17500.00,5
8,N00034128,0,0,16530.00,15,,O'Donnell Law Offices,16530.00,15
9,N00034128,15000.00,5,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,15000.00,5
10,N00034128,15000.00,4,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,15000.00,4
11,N00034128,15000.00,5,0,0,1df6bba1eacb429d914630b767426d88,American Postal Workers Union,15000.00,5
12,N00034128,15000.00,3,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,15000.00,3
13,N00034128,15000.00,5,0,0,1bba6ae7847d4d849b1f5cdb3ad75b01,Ironworkers Union,15000.00,5
0,N00033316,19000.00,6,12250.00,8,5e07eb2f5009441dbef9de1fa52dc06f,Nustar Energy,31250.00,14
1,N00033316,20000.00,3,0,0,7b47859e93ea4e4caca6e93bde4ff806,Communications Workers of America,20000.00,3
2,N00033316,20000.00,4,0,0,,Laborers Union/Midwest Region,20000.00,4
3,N00033316,20000.00,5,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,20000.00,5
4,N00033316,20000.00,4,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,20000.00,4
5,N00033316,17000.00,11,1250.00,3,93d723231bec403c9b88d4a0c5260959,Boeing Co,18250.00,14
6,N00033316,18000.00,9,0,0,0e4bbc918bea4ae2a01b1a0433cd59f7,American Assn for Justice,18000.00,9
7,N00033316,0,0,17600.00,7,de48fa78b1004e7db6aba6db8e583a16,L&F Distributors,17600.00,7
8,N00033316,0,0,17500.00,7,c56fc88cb3d5408eb9b3293cc72a807e,Duty Free Americas,17500.00,7
9,N00033316,17500.00,6,0,0,c869c8e293614e10960b2e77f5eabecd,Plumbers/Pipefitters Union,17500.00,6
0,N00001285,0,0,34624.00,20,54528ac147914d0b932c964c4af1f0d4,Delaware North Companies,34624.00,20
1,N00001285,22500.00,6,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,22500.00,6
2,N00001285,20000.00,5,0,0,116a891a3ee343d6b2a421310e02e7ee,Associated Builders & Contractors,20000.00,5
3,N00001285,20000.00,8,0,0,e47a4574d17542198f9ce317533ce0b8,Credit Union National Assn,20000.00,8
4,N00001285,18073.00,8,0,0,cac4e1569e20459c8db0dbe5bb045245,National Fedn of Independent Business,18073.00,8
5,N00001285,15000.00,6,0,0,34a10e8bb89843b8b9a89c1c09bed3f5,Air Line Pilots Assn,15000.00,6
6,N00001285,15000.00,3,0,0,e2d995f524df4285ae25f40134da38aa,Every Republican is Crucial PAC,15000.00,3
7,N00001285,15000.00,3,0,0,ae22b08efe0941d5921114eeb4465ffc,Freedom Project,15000.00,3
8,N00001285,15000.00,5,0,0,493d8afc0d89419caa65cda8a3566b0e,Tuesday Group PAC,15000.00,5
9,N00001285,0,0,15000.00,6,,Volland Electric Equipment,15000.00,6
0,N00033518,25000.00,5,0,0,e2d995f524df4285ae25f40134da38aa,Every Republican is Crucial PAC,25000.00,5
1,N00033518,25000.00,9,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,25000.00,9
2,N00033518,0,0,19700.00,15,,Walters Management,19700.00,15
3,N00033518,0,0,19000.00,24,50af117f64a943e6ad3a1563f0eefaf2,Wilheit Packaging,19000.00,24
4,N00033518,18000.00,5,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,18000.00,5
5,N00033518,0,0,16650.00,15,3e604672faa74a40aade7aa18cedf920,Fieldale Farms,16650.00,15
6,N00033518,16000.00,8,0,0,86d5e83ff7344fc784be3b1873ea0b59,AFLAC Inc,16000.00,8
7,N00033518,15000.00,7,750.00,2,7b5c958cbb1b4184bb3aba7056f8accf,Home Depot,15750.00,9
8,N00033518,15000.00,4,0,0,b20bb002dbdb456e9e8ff873eef287a9,Majority Cmte PAC,15000.00,4
9,N00033518,14600.00,6,0,0,84c034b892ef4f4d811eb3cb0112d45a,United Health Services,14600.00,6
0,N00034224,0,0,30400.00,12,,"Pehl, Foutz et al",30400.00,12
1,N00034224,20000.00,4,250.00,1,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,20250.00,5
2,N00034224,20000.00,7,0,0,e47a4574d17542198f9ce317533ce0b8,Credit Union National Assn,20000.00,7
3,N00034224,20000.00,5,0,0,d2ad660806744766b197dd41785443aa,International Assn of Fire Fighters,20000.00,5
4,N00034224,15500.00,5,0,0,86999e645e074be59bcde7b936f6c8a7,Edison International,15500.00,5
5,N00034224,15000.00,3,0,0,e2d995f524df4285ae25f40134da38aa,Every Republican is Crucial PAC,15000.00,3
6,N00034224,15000.00,7,0,0,34a10e8bb89843b8b9a89c1c09bed3f5,Air Line Pilots Assn,15000.00,7
7,N00034224,15000.00,3,0,0,b20bb002dbdb456e9e8ff873eef287a9,Majority Cmte PAC,15000.00,3
8,N00034224,15000.00,3,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,15000.00,3
9,N00034224,15000.00,4,0,0,076a3ff56eed4904b25d6781ed99c917,Operating Engineers Union,15000.00,4
10,N00034224,15000.00,4,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,15000.00,4
0,N00033363,0,0,707757.00,859,b12bdd0c8a49415d829732bd9cc8691b,Club for Growth,707757.00,859
1,N00033363,0,0,165600.00,67,f8c8e395f18a4a449ea0a19b279762e5,Elliott Management,165600.00,67
2,N00033363,0,0,135800.00,147,8164ea2d09bd4d509dc1c771614f7cbb,Stephens Group,135800.00,147
3,N00033363,5000.00,1,76210.00,131,40ebb1825b7e435b9dcde5c90f715553,Senate Conservatives Fund,81210.00,132
4,N00033363,10000.00,3,58650.00,65,efa078d450ae45e78eabe4264f9a2133,"Gibson, Dunn & Crutcher",68650.00,68
5,N00033363,0,0,68200.00,50,473c1d9b2dc14e25a5708e222d2bdd70,McKinsey & Co,68200.00,50
6,N00033363,5000.00,2,40549.00,33,597eccfe48784677a437569ff6293097,Goldman Sachs,45549.00,35
7,N00033363,15000.00,4,30150.00,22,9fd9562b96c846d180a3e999cd1edb3d,Murphy Oil,45150.00,26
8,N00033363,0,0,40800.00,16,,Arkwest Communications,40800.00,16
9,N00033363,0,0,35050.00,16,5ff0d518cd1f482f8da2debd341d2ba6,Citadel LLC,35050.00,16
0,N00004614,0,0,42200.00,27,,Oasis Petroleum,42200.00,27
1,N00004614,0,0,29700.00,17,f8df991d979f4e1796be4b96deedc295,Select Energy Services,29700.00,17
2,N00004614,0,0,27800.00,12,,Armstrong Corp,27800.00,12
3,N00004614,0,0,22210.00,15,602f0f0fd289466dbef7336efb7baa34,State of North Dakota,22210.00,15
4,N00004614,0,0,20950.00,16,,Mortenson Farms,20950.00,16
5,N00004614,0,0,20000.00,8,,Arthur Companies,20000.00,8
6,N00004614,0,0,18900.00,10,,Cody Oil & Gas,18900.00,10
7,N00004614,0,0,17600.00,8,25956fe8d3a44f908256c8a4e1b0726a,Quintana Minerals,17600.00,8
8,N00004614,15000.00,3,2000.00,5,4817360e882848e6b6e236075db116a5,American Crystal Sugar,17000.00,8
9,N00004614,16900.00,5,0,0,,Majority Leader's Fund,16900.00,5
10,N00004614,16900.00,4,0,0,27a91bf5addc45d4b5646f92570deb89,American Medical Assn,16900.00,4
0,N00033373,0,0,46130.00,19,dca1ab34f315427aa001ffe34afec212,ActBlue,46130.00,19
1,N00033373,20000.00,8,1000.00,1,2d625ce311ff4aa091ae66f440c2a62f,Honeywell International,21000.00,9
2,N00033373,20000.00,4,0,0,dc6af435f0ec4269a5d73e9b286dc84f,Border Health,20000.00,4
3,N00033373,20000.00,4,0,0,c869c8e293614e10960b2e77f5eabecd,Plumbers/Pipefitters Union,20000.00,4
4,N00033373,20000.00,4,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,20000.00,4
5,N00033373,17500.00,5,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,17500.00,5
6,N00033373,16000.00,7,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,16000.00,7
7,N00033373,15000.00,3,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,15000.00,3
8,N00033373,15000.00,3,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,15000.00,3
9,N00033373,14500.00,8,0,0,e47a4574d17542198f9ce317533ce0b8,Credit Union National Assn,14500.00,8
0,N00033085,55.00,1,705602.00,988,b12bdd0c8a49415d829732bd9cc8691b,Club for Growth,705657.00,989
1,N00033085,10000.00,2,305991.00,477,40ebb1825b7e435b9dcde5c90f715553,Senate Conservatives Fund,315991.00,479
2,N00033085,0,0,117500.00,74,,Woodforest National Bank,117500.00,74
3,N00033085,5000.00,1,64350.00,45,597eccfe48784677a437569ff6293097,Goldman Sachs,69350.00,46
4,N00033085,0,0,64600.00,58,6f83b64c3bf84bfdbfb6f76e7a365231,"Morgan, Lewis & Bockius",64600.00,58
5,N00033085,0,0,60600.00,36,,RE Janes Gravel Co,60600.00,36
6,N00033085,0,0,58900.00,52,28f4d347bbae4d738aa3199346cf6850,Sullivan & Cromwell,58900.00,52
7,N00033085,7500.00,2,38163.00,38,fdbe1131744541e39c2b5563c0d2e956,Baker Botts LLP,45663.00,40
8,N00033085,0,0,44500.00,47,5b64cc37982543f0a78aa8b4b48caa37,Jones Day,44500.00,47
9,N00033085,0,0,43150.00,26,,Wapiti Energy,43150.00,26
0,N00035278,10000.00,2,12600.00,20,5e263a32710c45c5a83b3ba5ee2950c6,EMILY's List,22600.00,22
1,N00035278,0,0,18200.00,7,,O'Connor Professional Group,18200.00,7
2,N00035278,0,0,15050.00,14,74a1dca1259b4f60bca481d4c76e2a1f,Harvard University,15050.00,14
3,N00035278,15000.00,3,0,0,1bba6ae7847d4d849b1f5cdb3ad75b01,Ironworkers Union,15000.00,3
4,N00035278,15000.00,6,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,15000.00,6
5,N00035278,15000.00,4,0,0,a280dccfdac6477a9b2a03314511d193,Raytheon Co,15000.00,4
6,N00035278,12500.00,4,0,0,0e4bbc918bea4ae2a01b1a0433cd59f7,American Assn for Justice,12500.00,4
7,N00035278,0,0,11700.00,9,,Beacon Health Strategies,11700.00,9
8,N00035278,11000.00,5,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,11000.00,5
9,N00035278,11000.00,5,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,11000.00,5
10,N00035278,11000.00,3,0,0,,Off The Sidelines,11000.00,3
0,N00035854,0,0,10400.00,4,,Westbury Partners,10400.00,4
1,N00035854,0,0,10000.00,4,,"SCHULTE, FRED",10000.00,4
2,N00035854,0,0,10000.00,4,,Bindley Capital Partners,10000.00,4
3,N00035854,10000.00,2,0,0,ae22b08efe0941d5921114eeb4465ffc,Freedom Project,10000.00,2
4,N00035854,0,0,10000.00,4,,Grady Law,10000.00,4
5,N00035854,0,0,10000.00,4,,Nursing Network,10000.00,4
6,N00035854,0,0,10000.00,4,,"Wasmer, Schroeder & Co",10000.00,4
7,N00035854,2000.00,1,7500.00,6,cbd37e723d4647029c7add1e3ee6d7b9,"Skadden, Arps et al",9500.00,7
8,N00035854,0,0,7800.00,3,,Fertilizer Co,7800.00,3
9,N00035854,0,0,6000.00,5,,Cardio-Imaging of Naples,6000.00,5
0,N00035346,0,0,16500.00,9,6b9e4b3187d84b1486f47f96a2085bba,Petro-Hunt LLC,16500.00,9
1,N00035346,8500.00,4,7200.00,5,64c121eb01d84026889ab14497956e15,AmerisourceBergen Corp,15700.00,9
2,N00035346,15000.00,3,500.00,2,2bebb9945f7848088bba5e80272f73d1,National Community Pharmacists Assn,15500.00,5
3,N00035346,15000.00,3,0,0,d1968453365b46a588ee73a98fdb0a38,McKesson Corp,15000.00,3
4,N00035346,15000.00,3,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,15000.00,3
5,N00035346,15000.00,3,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,15000.00,3
6,N00035346,14000.00,3,0,0,0bf8159bdec44c6d979ed529576a7c78,American Society of Anesthesiologists,14000.00,3
7,N00035346,12500.00,3,0,0,e47a4574d17542198f9ce317533ce0b8,Credit Union National Assn,12500.00,3
8,N00035346,12500.00,4,0,0,35b9eee1c72945af93273c38cd42b668,American Pharmacists Assn,12500.00,4
9,N00035346,0,0,10400.00,4,,Brasseler USA,10400.00,4
0,N00036023,0,0,46916.00,21,f8c8e395f18a4a449ea0a19b279762e5,Elliott Management,46916.00,21
1,N00036023,0,0,24600.00,15,efa078d450ae45e78eabe4264f9a2133,"Gibson, Dunn & Crutcher",24600.00,15
2,N00036023,10000.00,2,13050.00,13,a515187b2bdd455595d8a2df805f7816,Deloitte LLP,23050.00,15
3,N00036023,10000.00,2,10400.00,4,0785a40a08df4dada2f083631efecb34,Altria Group,20400.00,6
4,N00036023,2600.00,1,15600.00,6,dbb3a96c5232430eba46cc3c624894d7,HSP Direct,18200.00,7
5,N00036023,5000.00,1,10350.00,10,6a2f5a216da4454198a2265b4955ff5d,Northrop Grumman,15350.00,11
6,N00036023,1122.00,2,14150.00,10,026d382584f04ab6899255a82abb1734,National Assn of Manufacturers,15272.00,12
7,N00036023,10000.00,2,3544.00,3,653ea5cad97c456c8d48d468910e47db,Ernst & Young,13544.00,5
8,N00036023,10000.00,3,2250.00,5,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,12250.00,8
9,N00036023,0,0,12150.00,14,7b1e4a23d7424425a7513b78e1463c93,Long & Foster Real Estate,12150.00,14
0,N00031064,0,0,15600.00,6,5c3982d5c0e44464a2dc60d2387d01bf,Valley Forge Investment,15600.00,6
1,N00031064,10000.00,3,4850.00,3,d16db90eb5b847578e49869909f07724,Duane Morris LLP,14850.00,6
2,N00031064,10000.00,3,2500.00,3,8a9fa9b088da4d8ab929a0b2b7be4f7f,Cozen O'Connor,12500.00,6
3,N00031064,4999.00,3,6350.00,6,3046b5830c974fd6b090816aa2b91cb5,"Drinker, Biddle & Reath",11349.00,9
4,N00031064,0,0,11200.00,5,,"Buckley, Brion et al",11200.00,5
5,N00031064,11000.00,3,0,0,970ce221fec54169a657892634345c0e,Republican Main Street Partnership,11000.00,3
6,N00031064,10000.00,2,500.00,1,044273f89abb42e7aeeb4825b068a920,Endo Health Solutions,10500.00,3
7,N00031064,10000.00,2,500.00,1,721c64757c11435393edc49bb33d4c96,McDonald's Corp,10500.00,3
8,N00031064,0,0,10400.00,4,ed18117254974fde94f286708565886b,Penske Corp,10400.00,4
9,N00031064,0,0,10400.00,4,3c5803dda0d04c0a9ea8e1c1ea06781f,Hoffman Partners,10400.00,4
10,N00031064,0,0,10400.00,4,6227f5d2e2974ae88d865b8b1dc64741,John Templeton Foundation,10400.00,4
0,N00035403,0,0,30600.00,14,3209dbb03b0e4f29a7dff016bc0dc941,McM Corp,30600.00,14
1,N00035403,0,0,23000.00,9,ce414110307640658db5a02f304340dd,Leon Medical Centers,23000.00,9
2,N00035403,0,0,19800.00,14,,L&R Structural Corp,19800.00,14
3,N00035403,0,0,18200.00,8,,Academica,18200.00,8
4,N00035403,15000.00,3,0,0,3865a2b81e8c4a9fbd0367e8eac3c6f6,IRL PAC,15000.00,3
5,N00035403,0,0,13000.00,5,,Strategos Public Affairs,13000.00,5
6,N00035403,0,0,10900.00,5,6fcf00662ea747038ecef1aa8a0c9fe7,Gus Machado Ford,10900.00,5
7,N00035403,0,0,10805.00,6,,Moss Construction Management,10805.00,6
8,N00035403,0,0,10400.00,4,fddc980d82264490b6e40f398663aa5c,CC1 Companies,10400.00,4
9,N00035403,0,0,10400.00,4,990213072c85416f9fbe00aba636fbee,J Milton & Assoc,10400.00,4
10,N00035403,0,0,10400.00,5,,Capitol Insights,10400.00,5
11,N00035403,0,0,10400.00,4,,Codina Partners,10400.00,4
12,N00035403,0,0,10400.00,4,,Key West Oceanside Marina,10400.00,4
13,N00035403,0,0,10400.00,4,8254aad6a5714045a1dca2fd3263136d,MBF Healthcare Partners,10400.00,4
14,N00035403,0,0,10400.00,7,,Allied Universal,10400.00,7
0,N00004884,54500.00,23,12419.00,14,f4b3fc320fc64c96910ea583311b22ac,Exelon Corp,66919.00,37
1,N00004884,64500.00,41,1000.00,1,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,65500.00,42
2,N00004884,64900.00,37,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,64900.00,37
3,N00004884,63000.00,31,0,0,1df6bba1eacb429d914630b767426d88,American Postal Workers Union,63000.00,31
4,N00004884,61500.00,27,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,61500.00,27
5,N00004884,56000.00,32,0,0,390767dc6b4b491ca775b1bdf8a36eea,National Assn of Letter Carriers,56000.00,32
6,N00004884,52000.00,21,0,0,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,52000.00,21
7,N00004884,47000.00,16,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,47000.00,16
8,N00004884,45000.00,22,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,45000.00,22
9,N00004884,42500.00,16,0,0,e31bfef434e9470b9e473d6182f2d021,Service Employees International Union,42500.00,16
0,N00002045,21298.00,14,79058.00,82,56c770dbbdcc4625b874b338dd37a993,PricewaterhouseCoopers,100356.00,96
1,N00002045,37453.00,24,55750.00,91,71bb47575cd044c79b9c7506885f48f8,Accenture,93203.00,115
2,N00002045,75000.00,21,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,75000.00,21
3,N00002045,67000.00,37,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,67000.00,37
4,N00002045,61000.00,20,0,0,390767dc6b4b491ca775b1bdf8a36eea,National Assn of Letter Carriers,61000.00,20
5,N00002045,35500.00,22,24100.00,28,257d9574e9ef4f00b304b90ec58c541d,Mantech International,59600.00,50
6,N00002045,0,0,57800.00,57,458b74733ac740ae84df692601a13fcc,Fried Companies,57800.00,57
7,N00002045,41500.00,26,8250.00,16,9612fcb9d3a14c51a0cc5f3352f4790e,Science Applications International Corp,49750.00,42
8,N00002045,48999.00,28,515.00,2,c2daded88a9f4cc78cd513b0bf4c43fc,United Parcel Service,49514.00,30
9,N00002045,48500.00,22,350.00,1,f0193ed025cd4cee93079a6144905184,Greater Washington Board of Trade,48850.00,23
0,N00002610,73350.00,30,0,0,86d5e83ff7344fc784be3b1873ea0b59,AFLAC Inc,73350.00,30
1,N00002610,64800.00,43,0,0,08db57ea0a774b69b22591cd532c0487,GEORGIA POWER,64800.00,43
2,N00002610,63500.00,25,250.00,1,27a91bf5addc45d4b5646f92570deb89,American Medical Assn,63750.00,26
3,N00002610,47000.00,16,0,0,8c257301b8274da3ae6d3df1554f5c7d,National Assn of Home Builders,47000.00,16
4,N00002610,40900.00,31,0,0,c2daded88a9f4cc78cd513b0bf4c43fc,United Parcel Service,40900.00,31
5,N00002610,0,0,39600.00,22,b77cd12fa44a43b8a876f31b7a81c962,Fuller Rehabilitation,39600.00,22
6,N00002610,38200.00,19,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,38200.00,19
7,N00002610,38050.00,24,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,38050.00,24
8,N00002610,38000.00,22,0,0,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,38000.00,22
9,N00002610,37000.00,22,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,37000.00,22
0,N00007781,115000.00,39,0,0,34a10e8bb89843b8b9a89c1c09bed3f5,Air Line Pilots Assn,115000.00,39
1,N00007781,107000.00,26,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,107000.00,26
2,N00007781,106650.00,32,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,106650.00,32
3,N00007781,99000.00,28,750.00,2,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,99750.00,30
4,N00007781,88000.00,32,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,88000.00,32
5,N00007781,83650.00,57,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,83650.00,57
6,N00007781,76700.00,44,0,0,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,76700.00,44
